grd_ScheduleMain_rn,grd_ScheduleMain_SUBJ_CD,grd_ScheduleMain_SUBJ_KNM,grd_ScheduleMain_SUBJ_ENM,grd_ScheduleMain_NOTE,grd_ScheduleMain_LECT_NUMB,grd_ScheduleMain_CMPT_DIV_NM,grd_ScheduleMain_CMPT_DIV_ENM,grd_ScheduleMain_UNIT,grd_ScheduleMain_LSTM_LIST,grd_ScheduleMain_LSTM_LIST_ENM,grd_ScheduleMain_COUR_INWON,grd_ScheduleMain_SP_LESS_CD_NM,grd_ScheduleMain_SP_LESS_CD_ENM,grd_ScheduleMain_MNG_LESS_NM,grd_ScheduleMain_MNG_LESS_ENM,grd_ScheduleMain_PROF_NM,grd_ScheduleMain_PROF_ENM,grd_ScheduleMain_BLDG_COUM,grd_ScheduleMain_BLDG_COUM_ENM,grd_ScheduleMain_PROG_YN,grd_ScheduleMain_OTSH_LIMT_YN,grd_ScheduleMain_DLES_COUR_PBT_YN,grd_ScheduleMain_ETC,grd_ScheduleMain_ETC_ENM
346,101069,일반물리학실험(2),General Physics Experiment(2),,11028,교필,General Education Required Course,1,수(6 ~ 7),Wed(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최일수,최일수,,,보기,N,,전공기초교양,전공기초교양
347,101069,일반물리학실험(2),General Physics Experiment(2),,11019,교필,General Education Required Course,1,화(8 ~ 9),Tue(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전종훈,전종훈,,,보기,N,,전공기초교양,전공기초교양
348,101069,일반물리학실험(2),General Physics Experiment(2),,11006,교필,General Education Required Course,1,화(1 ~ 2),Tue(1 ~ 2),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김철,"Kim, Chul",,,보기,N,,전공기초교양,전공기초교양
349,101069,일반물리학실험(2),General Physics Experiment(2),,11018,교필,General Education Required Course,1,화(8 ~ 9),Tue(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김수경,김수경,,,보기,N,,전공기초교양,전공기초교양
350,101069,일반물리학실험(2),General Physics Experiment(2),,11029,교필,General Education Required Course,1,수(6 ~ 7),Wed(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조화연,조화연,,,보기,N,,전공기초교양,전공기초교양
351,101069,일반물리학실험(2),General Physics Experiment(2),,11030,교필,General Education Required Course,1,수(6 ~ 7),Wed(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정인철,정인철,,,보기,N,,전공기초교양,전공기초교양
352,101069,일반물리학실험(2),General Physics Experiment(2),,11049,교필,General Education Required Course,1,금(1 ~ 2),Fri(1 ~ 2),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김창모,김창모,,,보기,N,,전공기초교양,전공기초교양
353,101069,일반물리학실험(2),General Physics Experiment(2),,11048,교필,General Education Required Course,1,목(8 ~ 9),Thu(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이동원,이동원,,,보기,N,,전공기초교양,전공기초교양
354,101069,일반물리학실험(2),General Physics Experiment(2),,11047,교필,General Education Required Course,1,목(8 ~ 9),Thu(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최민기,최민기,,,보기,N,,전공기초교양,전공기초교양
355,101069,일반물리학실험(2),General Physics Experiment(2),,11034,교필,General Education Required Course,1,목(1 ~ 2),Thu(1 ~ 2),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,윤여웅,윤여웅,,,보기,N,,전공기초교양,전공기초교양
356,101069,일반물리학실험(2),General Physics Experiment(2),,11035,교필,General Education Required Course,1,목(1 ~ 2),Thu(1 ~ 2),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,민경남,민경남,,,보기,N,,전공기초교양,전공기초교양
357,101069,일반물리학실험(2),General Physics Experiment(2),,11037,교필,General Education Required Course,1,목(1 ~ 2),Thu(1 ~ 2),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조진기,조진기,,,보기,N,,전공기초교양,전공기초교양
358,101069,일반물리학실험(2),General Physics Experiment(2),,11038,교필,General Education Required Course,1,목(3 ~ 4),Thu(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,오명주,오명주,,,보기,N,,전공기초교양,전공기초교양
359,101069,일반물리학실험(2),General Physics Experiment(2),,11039,교필,General Education Required Course,1,목(3 ~ 4),Thu(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전종훈,전종훈,,,보기,N,,전공기초교양,전공기초교양
360,101069,일반물리학실험(2),General Physics Experiment(2),,11040,교필,General Education Required Course,1,목(3 ~ 4),Thu(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,민경남,민경남,,,보기,N,,전공기초교양,전공기초교양
361,101069,일반물리학실험(2),General Physics Experiment(2),,11041,교필,General Education Required Course,1,목(3 ~ 4),Thu(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,유지현,유지현,,,보기,N,,전공기초교양,전공기초교양
362,101069,일반물리학실험(2),General Physics Experiment(2),,11042,교필,General Education Required Course,1,목(6 ~ 7),Thu(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,윤여웅,윤여웅,,,보기,N,,전공기초교양,전공기초교양
363,101069,일반물리학실험(2),General Physics Experiment(2),,11043,교필,General Education Required Course,1,목(6 ~ 7),Thu(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,오명주,오명주,,,보기,N,,전공기초교양,전공기초교양
364,101069,일반물리학실험(2),General Physics Experiment(2),,11044,교필,General Education Required Course,1,목(6 ~ 7),Thu(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이동원,이동원,,,보기,N,,전공기초교양,전공기초교양
365,101069,일반물리학실험(2),General Physics Experiment(2),,11045,교필,General Education Required Course,1,목(6 ~ 7),Thu(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,유지현,유지현,,,보기,N,,전공기초교양,전공기초교양
366,101069,일반물리학실험(2),General Physics Experiment(2),,11024,교필,General Education Required Course,1,수(1 ~ 2),Wed(1 ~ 2),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김창모,김창모,,,보기,N,,전공기초교양,전공기초교양
367,101069,일반물리학실험(2),General Physics Experiment(2),,11023,교필,General Education Required Course,1,수(1 ~ 2),Wed(1 ~ 2),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이재환,이재환,,,보기,N,,전공기초교양,전공기초교양
368,101069,일반물리학실험(2),General Physics Experiment(2),,11022,교필,General Education Required Course,1,수(1 ~ 2),Wed(1 ~ 2),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조화연,조화연,,,보기,N,,전공기초교양,전공기초교양
369,101069,일반물리학실험(2),General Physics Experiment(2),,11002,교필,General Education Required Course,1,월(6 ~ 7),Mon(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김수경,김수경,,,보기,N,,전공기초교양,전공기초교양
370,101069,일반물리학실험(2),General Physics Experiment(2),,11010,교필,General Education Required Course,1,화(3 ~ 4),Tue(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이동원,이동원,,,보기,N,,전공기초교양,전공기초교양
371,101069,일반물리학실험(2),General Physics Experiment(2),,11052,교필,General Education Required Course,1,금(3 ~ 4),Fri(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정인철,정인철,,,보기,N,,전공기초교양,전공기초교양
372,101069,일반물리학실험(2),General Physics Experiment(2),,11011,교필,General Education Required Course,1,화(3 ~ 4),Tue(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전종훈,전종훈,,,보기,N,,전공기초교양,전공기초교양
373,101069,일반물리학실험(2),General Physics Experiment(2),,11017,교필,General Education Required Course,1,화(6 ~ 7),Tue(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이동원,이동원,,,보기,N,,전공기초교양,전공기초교양
374,101069,일반물리학실험(2),General Physics Experiment(2),,11050,교필,General Education Required Course,1,금(1 ~ 2),Fri(1 ~ 2),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정인철,정인철,,,보기,N,,전공기초교양,전공기초교양
375,101069,일반물리학실험(2),General Physics Experiment(2),,11033,교필,General Education Required Course,1,수(8 ~ 9),Wed(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정창근,정창근,,,보기,N,,전공기초교양,전공기초교양
376,101069,일반물리학실험(2),General Physics Experiment(2),,11051,교필,General Education Required Course,1,금(3 ~ 4),Fri(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김창모,김창모,,,보기,N,,전공기초교양,전공기초교양
377,101069,일반물리학실험(2),General Physics Experiment(2),,11032,교필,General Education Required Course,1,수(8 ~ 9),Wed(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이정엽,이정엽,,,보기,N,,전공기초교양,전공기초교양
378,101069,일반물리학실험(2),General Physics Experiment(2),외국인 전용 영어강좌,11001,교필,General Education Required Course,1,목(8 ~ 9),Thu(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,오명주,오명주,,,보기,Y,,영어전용(M)   전공기초교양,Offered in English   전공기초교양
379,101069,일반물리학실험(2),General Physics Experiment(2),,11003,교필,General Education Required Course,1,월(6 ~ 7),Mon(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정인철,정인철,,,보기,N,,전공기초교양,전공기초교양
380,101069,일반물리학실험(2),General Physics Experiment(2),,11016,교필,General Education Required Course,1,화(6 ~ 7),Tue(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,민경남,민경남,,,보기,N,,전공기초교양,전공기초교양
381,101069,일반물리학실험(2),General Physics Experiment(2),,11015,교필,General Education Required Course,1,화(6 ~ 7),Tue(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정창근,정창근,,,보기,N,,전공기초교양,전공기초교양
382,101069,일반물리학실험(2),General Physics Experiment(2),,11014,교필,General Education Required Course,1,화(6 ~ 7),Tue(6 ~ 7),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박명훈,Park Myeonghun,,,보기,N,,전공기초교양,전공기초교양
383,101069,일반물리학실험(2),General Physics Experiment(2),,11013,교필,General Education Required Course,1,화(3 ~ 4),Tue(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정창근,정창근,,,보기,N,,전공기초교양,전공기초교양
384,101069,일반물리학실험(2),General Physics Experiment(2),,11012,교필,General Education Required Course,1,화(3 ~ 4),Tue(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최일수,최일수,,,보기,N,,전공기초교양,전공기초교양
385,101069,일반물리학실험(2),General Physics Experiment(2),,11008,교필,General Education Required Course,1,화(1 ~ 2),Tue(1 ~ 2),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,송현석,송현석,,,보기,N,,전공기초교양,전공기초교양
386,101069,일반물리학실험(2),General Physics Experiment(2),,11007,교필,General Education Required Course,1,화(1 ~ 2),Tue(1 ~ 2),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박명훈,Park Myeonghun,,,보기,N,,전공기초교양,전공기초교양
387,101069,일반물리학실험(2),General Physics Experiment(2),,11004,교필,General Education Required Course,1,월(8 ~ 9),Mon(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,강신규,강신규,,,보기,N,,전공기초교양,전공기초교양
388,101069,일반물리학실험(2),General Physics Experiment(2),,11005,교필,General Education Required Course,1,월(8 ~ 9),Mon(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조진기,조진기,,,보기,N,,전공기초교양,전공기초교양
389,101069,일반물리학실험(2),General Physics Experiment(2),,11020,교필,General Education Required Course,1,화(8 ~ 9),Tue(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,민경남,민경남,,,보기,N,,전공기초교양,전공기초교양
390,101069,일반물리학실험(2),General Physics Experiment(2),,11021,교필,General Education Required Course,1,화(8 ~ 9),Tue(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최일수,최일수,,,보기,N,,전공기초교양,전공기초교양
391,101069,일반물리학실험(2),General Physics Experiment(2),,11046,교필,General Education Required Course,1,목(8 ~ 9),Thu(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박종경,PARK JONG KYUNG,,,보기,N,,전공기초교양,전공기초교양
392,107009,양자컴퓨팅프로그래밍입문,"Quantum Computing, a general Introduction",,31001,교선,General Education Elective,3,월(5 ~ 7),Mon(5 ~ 7),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,"강신규, 박명훈",강신규,상상관-703,Sangsang Hall(53)-703,보기,N,,일반+사이버(70%미만)강좌,
393,400210,교육학개론,Introduction to Education,,31001,교직,Teacher Training Course,2,월(3 ~ 4),Mon(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,신윤호,"Shinn, Yun Ho",다빈치관-218,Davinci Hall(039)-218,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
394,400211,교육심리학,Educational Psychology,,31001,교직,Teacher Training Course,2,화(8 ~ 9),Tue(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김소영,"KIM, SOYOUNG",상상관-712,Sangsang Hall(53)-712,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
395,400211,교육심리학,Educational Psychology,,31002,교직,Teacher Training Course,2,목(2 ~ 3),Thu(2 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,신혜진,Shin HaeJin,상상관-621,Sangsang Hall(53)-621,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
396,400212,교육사회학,Educational Sociology,,21001,교직,Teacher Training Course,2,월(8 ~ 9),Mon(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김성은,김성은,상상관-703,Sangsang Hall(53)-703,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
397,400213,교육철학및교육사,Educational Philosophy and History,,21001,교직,Teacher Training Course,2,수(8 ~ 9),Wed(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김성은,김성은,상상관-719,Sangsang Hall(53)-719,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
398,400310,교육행정및교육경영,Educational Administration and School Management,,31001,교직,Teacher Training Course,2,목(8 ~ 9),Thu(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,한재범,한재범,다빈치관-108,Davinci Hall(039)-108,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
399,400311,교육과정및교육평가,Curriculum and Educational Evaluation,,31002,교직,Teacher Training Course,2,수(3 ~ 4),Wed(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김소영,"KIM, SOYOUNG",상상관-621,Sangsang Hall(53)-621,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
400,400311,교육과정및교육평가,Curriculum and Educational Evaluation,,31001,교직,Teacher Training Course,2,수(5 ~ 6),Wed(5 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김소영,"KIM, SOYOUNG",상상관-621,Sangsang Hall(53)-621,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
401,400312,교육방법및교육공학,Teaching Method and Instrumental Technology,,31001,교직,Teacher Training Course,2,화(3 ~ 4),Tue(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김소영,"KIM, SOYOUNG",상상관-621,Sangsang Hall(53)-621,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
402,400312,교육방법및교육공학,Teaching Method and Instrumental Technology,,31002,교직,Teacher Training Course,2,화(5 ~ 6),Tue(5 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김소영,"KIM, SOYOUNG",상상관-621,Sangsang Hall(53)-621,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
403,400317,학교폭력의예방및학생의이해,Understanding of School Violence Prevention and the Student,,31001,교직,Teacher Training Course,2,목(4 ~ 5),Thu(4 ~ 5),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,한재범,한재범,다빈치관-103,Davinci Hall(039)-103,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
404,400414,교과교육론및실제,Subject Matter Planning & Practice,,31001,교직,Teacher Training Course,2,금(6 ~ 7),Fri(6 ~ 7),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,오춘식,오춘식,상상관-624,Sangsang Hall(53)-624,보기,N,,교육학   교직,Pedagogy   Teacher Training Course
405,500002,공군군사학(2),Air Force Military Science(2),,31001,일선,General Electives,3,"화(7 ~ 8), 금(5 ~ 8)","Tue(7 ~ 8), Fri(5 ~ 8)",40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,"황규장, 조광춘",황규장,학군단-109 학군단-109,R.O.T.C.(059)-109,보기,Y,,,
406,500100,국가안보론,National Security Studies,,31002,일선,General Electives,2,목(3 ~ 4),Thu(3 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전제용,전제용,무궁관-202,Mugung Hall(057)-202,보기,N,,,
407,500100,국가안보론,National Security Studies,,31001,일선,General Electives,2,수(5 ~ 6),Wed(5 ~ 6),100,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김완태,김완태,상상관-108,Sangsang Hall(53)-108,보기,N,,,
408,500110,전쟁사,History of Warfare,,31002,일선,General Electives,2,금(8 ~ 9),Fri(8 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이승재,이승재,미래관-202,Mirae Hall(060)-202,보기,N,,,
409,500110,전쟁사,History of Warfare,,31001,일선,General Electives,2,금(6 ~ 7),Fri(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이승재,이승재,미래관-202,Mirae Hall(060)-202,보기,N,,,
410,500110,전쟁사,History of Warfare,,31003,일선,General Electives,2,월(5 ~ 6),Mon(5 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안덕신,안덕신,상상관-108,Sangsang Hall(53)-108,보기,N,,,
411,500200,북한학,North Korean Studies,,31003,일선,General Electives,2,수(8 ~ 9),Wed(8 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이승재,이승재,미래관-202,Mirae Hall(060)-202,보기,N,,,
412,500200,북한학,North Korean Studies,,31002,일선,General Electives,2,수(6 ~ 7),Wed(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이승재,이승재,미래관-202,Mirae Hall(060)-202,보기,N,,,
413,500200,북한학,North Korean Studies,,31001,일선,General Electives,2,수(2 ~ 3),Wed(2 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이승재,이승재,미래관-107,Mirae Hall(060)-107,보기,N,,,
414,500210,리더십,Leadership,,31003,일선,General Electives,2,수(8 ~ 9),Wed(8 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전제용,전제용,상상관-712,Sangsang Hall(53)-712,보기,N,,,
415,500210,리더십,Leadership,,31002,일선,General Electives,2,수(2 ~ 3),Wed(2 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전제용,전제용,상상관-719,Sangsang Hall(53)-719,보기,N,,,
416,500210,리더십,Leadership,,31001,일선,General Electives,2,수(7 ~ 8),Wed(7 ~ 8),100,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김완태,김완태,상상관-108,Sangsang Hall(53)-108,보기,N,,,
417,500300,무기체계,Ballistic Protection System,,31001,일선,General Electives,2,수(3 ~ 4),Wed(3 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안덕신,안덕신,다빈치관-220,Davinci Hall(039)-220,보기,N,,,
418,500300,무기체계,Ballistic Protection System,,31002,일선,General Electives,2,수(6 ~ 7),Wed(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안덕신,안덕신,창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,,
419,500320,안전및조직관리사례연구(군사학),"""Security And Organization Managment Case Study (Military Science)",,31001,일선,General Electives,2,"화(8 ~ 9), 목(1 ~ 2)","Tue(8 ~ 9), Thu(1 ~ 2)",40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,백원석,백원석,학군단-301 학군단-301,R.O.T.C.(059)-301,보기,Y,,,
420,500420,조직리더십 사례연구(군사학),Organization Leadership  Case Study (Military Science),,41001,일선,General Electives,2,"화(8 ~ 9), 목(1 ~ 2)","Tue(8 ~ 9), Thu(1 ~ 2)",40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이봉재,이봉재,학군단-305 학군단-305,R.O.T.C.(059)-305,보기,Y,,,
421,500551,취업과진로탐색,Employment and Career Search,,21001,일선,General Electives,2,월(2 ~ 3),Mon(2 ~ 3),110,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안민홍,"Ahn, Min Hong",다빈치관-001,Davinci Hall(039)-001,보기,N,,취업과진로,Employment and career path
422,500552,취업실무의이해,Understanding of Employment Practices,,31002,일선,General Electives,2,화(6 ~ 7),Tue(6 ~ 7),110,교양대학,College of Liberal Arts,취업진로본부,Office of Career Development,안민홍,"Ahn, Min Hong",Techno Cube(테크노 큐브)-403,Techno Cube(62)-403,보기,N,,취업과진로,Employment and career path
423,500552,취업실무의이해,Understanding of Employment Practices,,31001,일선,General Electives,2,화(4 ~ 5),Tue(4 ~ 5),110,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안민홍,"Ahn, Min Hong",Techno Cube(테크노 큐브)-403,Techno Cube(62)-403,보기,N,,취업과진로,Employment and career path
